,Asset Turnover Ratio ,Current Ratio,Debt to Equity Ratio,Dividend Yield,Interest Coverage Ratio,Inventory Turnover Ratio ,Price to Earnings,Price-to-Book Ratio (P/B),Profit Margin,Quick Ratio ,Return on Assets (ROA),Return on Equity (ROE),Clusters
TIF,0.8,4.81,0.27,0.01671250264438333,15.49,0.7,26.334261838440113,26.334261838440113,0.25216211633033747,4.81,0.08696414995028949,0.15322525245586316,0
TJX,2.74,1.54,0.4,0.011235955056179775,61.7,6.37,21.64864864864865,21.64864864864865,0.39841330460935287,1.54,0.19985543696663902,0.5335950732225466,7
TMO,0.42,1.44,0.71,0.003095017022593624,5.31,4.71,38.08644400785855,38.08644400785855,0.40631845495287283,1.44,0.04944606128787694,0.09469700518027935,2
TSN,1.63,1.77,0.65,0.008386916410399776,11.43,11.47,15.792494481236204,15.792494481236204,0.9484978540772532,1.77,0.07685619892192662,0.18243731297079765,6
TWX,0.45,1.39,0.92,0.01581066483354611,4.74,8.59,20.530241935483872,20.530241935483872,0.7663478430607066,1.39,0.061489788247086834,0.1662221093187688,2
TXN,0.82,3.29,0.28,0.017230510611472995,60.4,2.95,27.35057471264368,27.35057471264368,2.0345217883418223,3.29,0.2215033887861984,0.3614518399356525,7
TXT,0.92,1.85,0.6,0.0014886490509862299,6.03,2.63,15.223796033994336,15.223796033994336,0.7377300613496932,1.85,0.06540658145227088,0.19379532634971797,2
UHS,0.97,1.28,0.89,0.0035445281346920695,11.66,8.54,15.805322128851541,15.805322128851541,0.14999592129073425,1.28,0.07290852826824847,0.16528643437913784,2
UNP,0.36,0.99,0.71,0.01991326666076644,10.69,6.72,22.28599605522682,22.28599605522682,0.8911578947368421,0.99,0.07752747252747252,0.20447299777799247,5
UTX,0.65,1.3,0.79,0.02166542627966592,7.14,4.92,19.75980392156863,19.75980392156863,0.8341584158415841,1.3,0.05778199442183714,0.18477227867534177,5
VFC,1.24,2.4,0.41,0.023049111178065684,15.94,3.9,26.133858267716533,26.133858267716533,0.2531001711203031,2.4,0.11142707817446099,0.19946858197033968,2
VLO,1.67,2.02,0.39,0.03095176683002321,8.13,11.96,15.696356275303645,15.696356275303645,3.2013986013986013,2.02,0.05162032338813342,0.11151166755979929,6
VMC,0.43,3.05,0.43,0.00657840638105419,5.08,7.48,39.355987055016186,39.355987055016186,1.331776650390811,3.05,0.05053114857415988,0.09417900636434744,0
VZ,0.52,0.87,4.68,0.0462346052897234,5.8,41.91,15.429906542056075,15.429906542056075,0.415819316418005,0.87,0.053658436886854156,0.7990625760896031,9
WHR,1.09,0.96,0.81,0.021374547846103254,5.64,6.5,15.86608695652174,15.86608695652174,0.42610364683301344,0.96,0.046712256706996316,0.18722327640733713,5
WMT,2.39,0.93,0.55,0.02241537053979872,9.49,8.06,19.133479212253828,19.133479212253828,0.13394794458680648,0.93,0.06835821045089463,0.1693814714573039,6
WRK,0.59,1.79,0.56,0.02478110028085247,1.95,6.34,-38.80128205128205,-38.80128205128205,-0.22644420318838923,1.79,-0.015628943715295305,-0.0340119123225596,1
WY,0.4,1.34,0.75,0.035147392290249435,2.17,10.64,25.38129496402878,25.38129496402878,2.4394299287410925,1.34,0.08225212237706231,0.21092626822756214,5
WYN,0.57,0.89,7.4,0.01834862385321101,7.91,8.96,19.710669077757686,19.710669077757686,0.3959818535320804,0.89,0.0628859613009469,0.6431578947368422,4
XEC,0.25,1.86,0.63,0.0034088972217487645,-9.61,10.34,-26.789954337899545,-26.789954337899545,-4.379511094854913,1.86,-0.08220970589817149,-0.15407384266523882,1
XLNX,0.46,4.14,0.38,0.01718165442704725,12.48,3.28,35.20487804878049,35.20487804878049,1.8574130986125614,4.14,0.129067411075823,0.24036205356746398,0
XOM,0.68,0.87,0.17,0.035856094332811936,18.59,10.04,44.20744680851064,44.20744680851064,0.7259931475136586,0.87,0.023280812927977953,0.04589868334006592,5
XRAY,0.47,2.44,0.19,0.005012936610608021,13.28,4.07,31.87628865979382,31.87628865979382,0.28227183191070254,2.44,0.09764019169183948,0.18387510692899914,2
XRX,0.5,1.5,1.1,0.03714799281006591,4.14,7.3,-17.03061224489796,-17.03061224489796,-0.17699443413729127,1.5,-0.019220695490994078,-0.05256777606347807,5
XYL,0.68,1.49,0.96,0.009652810213295967,5.86,4.84,44.296551724137935,44.296551724137935,0.28415300546448086,1.49,0.0558299334335409,0.12476007677543186,2
ZBH,0.29,1.96,1.1,0.007846342460155292,2.12,1.13,81.02649006622516,81.02649006622516,0.10429949878959392,1.96,0.011238266683811239,0.03093680154532307,2
ZTS,0.63,3.03,3.0,0.005762814680012132,8.4,1.12,39.96363636363636,39.96363636363636,0.6019061583577713,3.03,0.10375331732591937,0.7687265917602997,0
